Код;Наименование;Иерархия;Артикул;Количество;Цена;Бренд;ИмяФайлаИзображения;Новинка;HAPPY_МОЛЛОстаток;ГлобусОстаток;ЛазурныйОстаток;ОранжевыйОстаток;ПассажОстаток;ТауОстаток;10 летняя батарея;Bluetooth;Барометр\альтиметр;Браслет;Будильник;Включение,отключение звука кнопок;Водозащита;Грязеустойчивость;Дополнительно;Индикатор приливов и отливов;Индикатор уровня заряда аккумулятора;Компас;Материал корпуса;Мелодия;Мировое время;Отображение данных о Луне;Пол;Прием радиосигнала точного времени;Размер корпуса;Резерв хода;Сверх яркая подсветка;Связь со смартфоном;Скидка;Солнечная батарея;Стекло;Страна бренда;Страна производитель;Таймер;Таймер рыбалки;Термометр;Тип механизма;Ударопрочность;Устойчивость к воздействию магнитного поля;Форма корпуса;Функция поиска телефона;Функция секундомера;Хит продаж;Ход стрелки;Хронограф;Циферблат;Шагомер;ЦенаСоСкидкой;
Ц0000016744;EFR-570DB-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFR-570DB-1A;0;15290;Casio (Япония);EFR-570DB-1A .jpg;0;0;0;0;0;0;0;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;47;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;15290;
Ц0000016745;EFR-570DB-1B Casio;ЧАСЫ/Наручные/Casio (Япония);EFR-570DB-1B;1;15290;Casio (Япония);EFR-570DB-1B.jpg;0;0;0;0;0;1;0;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;47;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;15290;
Ц0000019325;EFR-571AT-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFR-571AT-1A;1;25890;Casio (Япония);EFR-571AT-1A.jpg;0;0;0;1;0;0;0;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;47;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;;;25890;
Ц0000016746;EFR-571D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFR-571D-1A;5;13490;Casio (Япония);EFR-571D-1A.jpg;0;1;1;1;0;1;1;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;47;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;13490;
Ц0000016798;EFR-571DB-1A1 Casio;ЧАСЫ/Наручные/Casio (Япония);EFR-571DB-1A1;2;14140;Casio (Япония);EFR-571DB-1A1.jpg;0;1;0;0;0;0;1;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;47;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;14140;
Ц0000018842;EFR-571MD-8A Casio;ЧАСЫ/Наручные/Casio (Япония);EFR-571MD-8A;2;13850;Casio (Япония);EFR-571MD-8A .jpg;0;0;1;0;0;0;1;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;47;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;13850;
Ц0000018344;EFR-571MDC-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFR-571MDC-1A;2;16350;Casio (Япония);EFR-571MDC-1A Casio.jpg;0;0;0;1;0;1;0;;;;Стальной с IP покрытием;;;WR 100m;;;;;;Сталь с IP покрытием;;;;Мужские;;47;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;16350;
Ц0000016799;EFR-S107D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFR-S107D-1A;4;12390;Casio (Япония);EFR-S107D-1A .jpg;0;1;1;1;0;1;0;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;43;;;;;;Сапфировое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;12390;
Ц0000017627;EFR-S107L-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFR-S107L-1A;4;10550;Casio (Япония);EFR-S107L-1A .jpg;0;0;1;1;0;1;1;;;;Кожаный ремешок;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;43;;;;;;Сапфировое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;10550;
Ц0000018348;EFR-S108D-7A Casio;ЧАСЫ/Наручные/Casio (Япония);EFR-S108D-7A;0;12390;Casio (Япония);EFR-S108D-7A Casio.jpg;0;0;0;0;0;0;0;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;40;;;;;;Сапфировое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;12390;
Ц0000016747;EFR-S567D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFR-S567D-1A;5;15290;Casio (Япония);EFR-S567D-1A .jpg;0;1;1;1;0;1;1;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;46;;;;;;Сапфировое;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;15290;
Ц0000014353;EFR-S567DC-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFR-S567DC-1A;0;19940;Casio (Япония);EFR-S567DC-1A.jpg;0;0;0;0;0;0;0;;;;Стальной с IP покрытием;;;WR 100m;;;;;;Сталь с IP покрытием;;;;Мужские;;46;;;;;;Сапфировое;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;19940;
Ц0000018844;EFR-S572D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFR-S572D-1A;1;13150;Casio (Япония);EFR-S572D-1A .jpg;0;0;0;0;0;1;0;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;45;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;;;13150;
Ц0000019252;EFR-S572DC-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFR-S572DC-1A;2;17690;Casio (Япония);EFR-S572DC-1A .jpg;0;0;1;0;0;0;1;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;45;;;;;;Сапфировое;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;17690;
Ц0000012007;EFS-S510D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFS-S510D-1A;5;16350;Casio (Япония);EFS-S510D-1A.jpg;0;1;1;1;0;1;1;;;;Стальной;;;WR 100m;;Солнечная батарея;;есть;;Нержавеющая сталь ;;;;Мужские;;52;;;;;;Сапфировое;;;;;;Кварцевый;;;;;есть;;;есть;Стрелочный;;16350;
Ц0000018568;EFS-S510D-1B Casio;ЧАСЫ/Наручные/Casio (Япония);EFS-S510D-1B;0;16340;Casio (Япония);EFS-S510D-1B .jpg;0;0;0;0;0;0;0;;;;Стальной;;;WR 100m;;Солнечная батарея;;есть;;Нержавеющая сталь ;;;;Мужские;;46;;;;;;Сапфировое;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;;;16340;
Ц0000018569;EFS-S510D-7B Casio;ЧАСЫ/Наручные/Casio (Япония);EFS-S510D-7B;1;16350;Casio (Япония);EFS-S510D-7B.jpg;0;0;0;1;0;0;0;;;;Стальной;;;WR 100m;;Солнечная батарея;;есть;;Сталь с IP покрытием;;;;Мужские;;46;;;;;;Сапфировое;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;16350;
Ц0000011284;EFS-S510L-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFS-S510L-1A;1;16340;Casio (Япония);EFS-S510L-1A.jpg;0;1;0;0;0;0;0;;;;Кожаный ремешок;;;WR 100m;;Солнечная батарея;;есть;;Сталь с частичным IP покрытием;;;;Мужские;;52;;;;;;Сапфировое;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;16340;
Ц0000014363;EFS-S530L-2A Casio;ЧАСЫ/Наручные/Casio (Япония);EFS-S530L-2A;0;13840;Casio (Япония);EFS-S530L-2A.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Сапфировое;Япония;;;;;Солнечная батарея;;;Круг;;;;;;Стрелочный;;13840;
Ц0000017209;EFS-S540DB-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFS-S540DB-1A;2;20390;Casio (Япония);EFS-S540DB-1A.jpg;0;0;0;1;0;1;0;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;Большой;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;20390;
Ц0000013376;EFS-S540DB-1B Casio;ЧАСЫ/Наручные/Casio (Япония);EFS-S540DB-1B;1;20390;Casio (Япония);EFS-S540DB-1B.jpg;0;1;0;0;0;0;0;;;;Стальной;;;WR 100m;;Солнечная батарея;;;;Сталь с частичным IP покрытием;;;;Мужские;;52;;;;;;Сапфировое;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;20390;
Ц0000016800;EFS-S550PB-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFS-S550PB-1A;0;16950;Casio (Япония);EFS-S550PB-1A.jpg;0;0;0;0;0;0;0;;;;Пластиковый;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Сапфировое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;16950;
Ц0000016897;EFS-S560DB-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFS-S560DB-1A;2;22350;Casio (Япония);EFS-S560DB-1A .jpg;0;0;0;1;0;0;1;;;;Стальной;;;WR 100m;;Солнечная батарея;;есть;;Нержавеющая сталь ;;;;Мужские;;45;;;;;;Сапфировое;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;22350;
Ц0000017355;EFS-S570D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFS-S570D-1A;2;20690;Casio (Япония);EFS-S570D-1A.jpg;0;0;0;1;0;0;1;;;;Стальной;;;WR 100m;;Солнечная батарея;;есть;;Нержавеющая сталь ;;;;Мужские;;44;;;;;;Сапфировое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;20690;
Ц0000018606;EFS-S570DB-2A Casio;ЧАСЫ/Наручные/Casio (Япония);EFS-S570DB-2A;2;22350;Casio (Япония);EFS-S570DB-2A.jpg;0;1;0;0;0;1;0;;;;Стальной;;;WR 100m;;;;есть;;Сталь с частичным IP покрытием;;;;Мужские;;;;;;;;Сапфировое;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;;;22350;
Ц0000018570;EFS-S580D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFS-S580D-1A;2;18290;Casio (Япония);EFS-S580D-1A.jpg;0;1;1;0;0;0;0;;;;Стальной;;;WR 100m;;Солнечная батарея;;есть;;Нержавеющая сталь ;;;;Мужские;;45;;;;;;Сапфировое;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;;;18290;
Ц0000018571;EFS-S580DB-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFS-S580DB-1A;3;19990;Casio (Япония);EFS-S580DB-1A.jpg;0;1;0;1;0;1;0;;;;Стальной;;;WR 100m;;Солнечная батарея;;;;Сталь с IP покрытием;;;;Мужские;;45;;;;;;Сапфировое;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;;;19990;
Ц0000019763;EFS-S600D-1A2 Casio;ЧАСЫ/Наручные/Casio (Япония);EFS-S600D-1A2;2;16350;Casio (Япония);;1;0;0;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16350;
Ц0000019450;EFS-S600D-1A4 Casio;ЧАСЫ/Наручные/Casio (Япония);EFS-S600D-1A4;0;16350;Casio (Япония);EFS-S600D-1A4 .jpg;0;0;0;0;0;0;0;;;;Стальной;;;WR 100m;;;;;;Сталь с частичным IP покрытием;;;;Мужские;;48;;;;;;Сапфировое;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;;;16350;
Ц0000017749;EFV-100D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-100D-1A;4;9990;Casio (Япония);EFV-100D-1A.jpg;0;1;0;1;0;1;1;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;48;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9990;
Ц0000017840;EFV-100D-2A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-100D-2A;2;9990;Casio (Япония);EFV-100D-2A.jpg;0;0;1;0;0;1;0;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;48;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9990;
Ц0000017841;EFV-100L-7A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-100L-7A;1;4990;Casio (Япония);EFV-100L-7A.jpg;0;0;1;0;0;0;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;48;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;4990;
Ц0000015868;EFV-120BL-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-120BL-1A;2;8990;Casio (Япония);EFV-120BL-1A.jpg;0;1;0;1;0;0;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Сталь с частичным IP покрытием;;;;Мужские;;41;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8990;
Ц0000017753;EFV-120DB-2A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-120DB-2A;1;8990;Casio (Япония);EFV-120DB-2A.jpg;0;0;0;0;0;1;0;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;41;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8990;
Ц0000017647;EFV-130d-7a Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-130d-7a;1;8990;Casio (Япония);EFV-130D-7A.jpg;0;0;0;0;0;0;1;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;44;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8990;
Ц0000009260;EFV-500BL-1B Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-500BL-1B;0;10990;Casio (Япония);EFV-500BL-1B.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Сталь с IP покрытием;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;10990;
Ц0000009261;EFV-500GL-2A Cassio;ЧАСЫ/Наручные/Casio (Япония);EFV-500GL-2A;1;10990;Casio (Япония);EFV-500GL-2A.jpg;0;0;1;0;0;0;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Сталь с IP покрытием;;;;Мужские;;47;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;10990;
Ц0000008431;EFV-500L-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-500L-1A;0;8690;Casio (Япония);EFV-500L-1A.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8690;
Ц0000009536;EFV-500L-7A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-500L-7A;0;9490;Casio (Япония);EFV-500L-7A.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;54;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;9490;
Ц0000008994;EFV-510L-2A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-510L-2A;0;9490;Casio (Япония);EFV-510L-2A.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9490;
Ц0000009262;EFV-510L-5A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-510L-5A;1;9490;Casio (Япония);EFV-510L-5A.jpg;0;0;1;0;0;0;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;44;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;9490;
Ц0000008995;EFV-520BL-5A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-520BL-5A;2;10990;Casio (Япония);EFV-520BL-5A.jpg;0;0;1;0;0;1;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Сталь с IP покрытием;;;;Мужские;;47;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;10990;
Ц0000013562;EFV-520DB-2A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-520DB-2A;0;10990;Casio (Япония);EFV-520DB-2A.jpg;0;0;0;0;0;0;0;;;;Стальной;;;WR 100m;;;;;;Сталь с частичным IP покрытием;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;10990;
Ц0000013966;EFV-520RR-2A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-520RR-2A;0;9990;Casio (Япония);EFV-520RR-2A.jpg;0;0;0;0;0;0;0;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;53;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;9990;
Ц0000012008;EFV-530BL-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-530BL-1A;0;10540;Casio (Япония);EFV-530BL-1A.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Сталь с IP покрытием;;;;Мужские;;53;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;10540;
Ц0000011137;EFV-530BL-2A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-530BL-2A;1;10540;Casio (Япония);EFV-530BL-2A.jpg;0;0;0;0;0;0;1;;;;Кожаный ремешок;;;WR 100m;;;;;;Сталь с IP покрытием;;;;Мужские;;53;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;10540;
Ц0000013563;EFV-530D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-530D-1A;1;10540;Casio (Япония);EFV-530D-1A.jpg;0;0;0;0;0;1;0;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;53;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;10540;
Ц0000011138;EFV-530D-2A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-530D-2A;1;10540;Casio (Япония);EFV-530D-2A.jpg;0;0;1;0;0;0;0;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;53;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;10540;
Ц0000010578;EFV-530GL-5A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-530GL-5A;0;9990;Casio (Япония);EFV-530GL-5A.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Сталь с IP покрытием;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9990;
Ц0000012917;EFV-540D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-540D-1A;3;10590;Casio (Япония);EFV-540D-1A.jpg;0;0;1;1;0;1;0;;;;Стальной;;;WR 100m;;;;;;Сталь с частичным IP покрытием;;;;Мужские;;49;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;10590;
Ц0000012918;EFV-540D-2A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-540D-2A;1;10550;Casio (Япония);EFV-540D-2A.jpg;0;1;0;0;0;0;0;;;;Стальной;;;WR 100m;;;;;;Сталь с частичным IP покрытием;;;;Мужские;;49;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;10550;
Ц0000018345;EFV-540D-7A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-540D-7A;2;10590;Casio (Япония);EFV-540D-7A CASIO.jpg;0;0;0;0;0;1;1;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;44;;;;;;Минеральное;Япония;;есть;;;;;;;;есть;;;есть;Стрелочный;;10590;
Ц0000019764;EFV-540DC-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-540DC-1A;1;13490;Casio (Япония);;1;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13490;
Ц0000011706;EFV-550D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-550D-1A;0;9990;Casio (Япония);EFV-550D-1A.jpg;0;0;0;0;0;0;0;;;;Стальной;;;WR 100m;;;;;;Сталь с частичным IP покрытием;;;;Мужские;;53;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;9990;
Ц0000013042;EFV-550D-2A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-550D-2A;0;9590;Casio (Япония);EFV-550D-2A.jpg;0;0;0;0;0;0;0;;;;Стальной;;;WR 100m;;;;;;Сталь с частичным IP покрытием;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9590;
Ц0000014913;EFV-550GY-8A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-550GY-8A;0;11990;Casio (Япония);;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11990;
Ц0000014168;EFV-550P-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-550P-1A;5;9940;Casio (Япония);EFV-550P-1A.jpg;0;1;1;1;0;1;1;;;;Пластиковый;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;53;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;9940;
Ц0000013043;EFV-570D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-570D-1A;0;10590;Casio (Япония);EFV-570D-1A.jpg;0;0;0;0;0;0;0;;;;Стальной;;;WR 100m;;;;;;Сталь с частичным IP покрытием;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;10590;
Ц0000013287;EFV-570D-2A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-570D-2A;2;10590;Casio (Япония);EFV-570D-2A.jpg;0;1;1;0;0;0;0;;;;Стальной;;;WR 100m;;;;;;Сталь с частичным IP покрытием;;;;Мужские;;49;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;10590;
Ц0000015536;EFV-570L-2A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-570L-2A;0;8990;Casio (Япония);EFV-570L-2A.jpg;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Сталь с частичным IP покрытием;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8990;
Ц0000014169;EFV-570P-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-570P-1A;0;8990;Casio (Япония);EFV-570P-1A.jpg;0;0;0;0;0;0;0;;;;Пластиковый;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8990;
Ц0000016748;EFV-580D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-580D-1A;5;9990;Casio (Япония);EFV-580D-1A.jpg;0;1;1;1;0;1;1;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;44;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;9990;
Ц0000014170;EFV-580D-2A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-580D-2A;1;9990;Casio (Япония);EFV-580D-2A.jpg;0;0;1;0;0;0;0;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;44;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;9990;
Ц0000017053;EFV-580D-7A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-580D-7A;0;9990;Casio (Япония);;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9990;
Ц0000014171;EFV-580L-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-580L-1A;1;8990;Casio (Япония);EFV-580L-1A.jpg;0;0;0;1;0;0;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;44;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;8990;
Ц0000016749;EFV-590D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-590D-1A;1;11790;Casio (Япония);EFV-590D-1A .jpg;0;1;0;0;0;0;0;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;44;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;11790;
Ц0000016801;EFV-590L-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-590L-1A;1;10590;Casio (Япония);EFV-590L-1A.jpg;0;0;0;1;0;0;0;;;;Кожаный ремешок;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;44;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;10590;
Ц0000017210;EFV-590PB-1A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-590PB-1A;0;11450;Casio (Япония);EFV-590PB-1A.jpg;0;0;0;0;0;0;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;44;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;есть;Стрелочный;;11450;
Ц0000018064;EFV-600CL-3A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-600CL-3A;0;13590;Casio (Япония);EFV-600CL-3A Casio.jpg;0;0;0;0;0;0;0;;;;;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;49;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;есть;Стрелочный;;13590;
Ц0000016750;EFV-600D-2A Casio;ЧАСЫ/Наручные/Casio (Япония);EFV-600D-2A;0;9990;Casio (Япония);EFV-600D-2A .jpg;0;0;0;0;0;0;0;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9990;
